Unnamed: 0,cell_class,neuron_class,domain,Region,ground_truth,x,y
2628x-178,OD Immature 1,,MPN,MPN,MPN,2627.674775,-178.108862
2632x-171,Excitatory,E-12,MPN,MPN,MPN,2631.600988,-170.642903
2642x-139,Endothelial 3,,MPN,MPN,MPN,2641.632282,-138.956887
2649x-135,Microglia,,MPN,MPN,MPN,2649.461419,-135.1625188
2652x-99,Inhibitory,I-13,MPN,MPN,MPN,2652.015293,-98.98153986
2656x-169,Inhibitory,I-23,MPN,MPN,MPN,2656.32492,-168.7536554
2660x-88,Excitatory,E-4,MPN,MPN,MPN,2659.545457,-88.13962168
2661x-144,Inhibitory,I-14,MPN,MPN,MPN,2661.078585,-143.9875334
2668x-132,Inhibitory,I-12,MPN,MPN,MPN,2667.889724,-131.8836328
2673x-181,Microglia,,MPN,MPN,MPN,2672.953985,-180.9415586
2672x-230,Inhibitory,I-13,MPN,MPN,MPN,2672.367032,-230.0774705
2683x-111,Inhibitory,I-2,MPN,MPN,MPN,2682.893485,-111.4810823
2694x-91,Microglia,,MPA,MPA,MPA,2694.395731,-91.09671051
2697x-127,Inhibitory,I-2,MPN,MPN,MPN,2696.69425,-126.9017682
2702x-260,Excitatory,E-18,MPN,MPN,MPN,2702.450858,-259.9465501
2706x-191,Endothelial 1,,MPA,MPA,MPA,2706.414771,-190.8778546
2708x-238,Inhibitory,I-14,MPN,MPN,MPN,2707.82999,-238.3178576
2716x-159,Inhibitory,I-12,MPA,MPA,MPA,2716.019191,-159.2339631
2709x-211,Inhibitory,I-1,MPA,MPA,MPA,2708.729597,-211.4960876
2721x-145,Inhibitory,I-11,MPA,MPA,MPA,2721.316253,-144.7039671
2720x-121,Excitatory,E-12,MPN,MPN,MPN,2720.430863,-120.996261
2722x-196,Inhibitory,I-7,MPA,MPA,MPA,2722.324072,-195.7691813
2730x-266,Astrocyte,,MPA,MPA,MPA,2729.657975,-265.8208439
2734x-208,Excitatory,E-18,MPA,MPA,MPA,2734.190714,-207.9139582
2558x-147,Astrocyte,,MPN,MPN,MPN,2557.65146,-146.9871797
2574x-145,Inhibitory,I-11,MPN,MPN,MPN,2574.349792,-144.8382565
2587x-134,Inhibitory,I-18,MPN,MPN,MPN,2586.63705,-133.8241598
2597x-139,Astrocyte,,MPN,MPN,MPN,2597.39662,-139.2187778
2607x-197,Excitatory,E-12,MPN,MPN,MPN,2607.333274,-196.5890362
2626x-223,Excitatory,E-18,MPN,MPN,MPN,2625.992502,-223.1057552
2701x-171,OD Mature 2,,MPA,MPA,MPA,2700.935642,-170.7358338
2578x-170,Excitatory,E-18,MPN,MPN,MPN,2577.542624,-169.7975008
2583x-184,Inhibitory,I-2,MPN,MPN,MPN,2583.379403,-183.7480879
2631x-95,Inhibitory,I-13,MPN,MPN,MPN,2630.751429,-95.33002186
2639x-118,Inhibitory,I-9,MPN,MPN,MPN,2639.125935,-117.8364449
2648x-198,OD Mature 1,,MPN,MPN,MPN,2648.02951,-198.3493584
2658x-249,Endothelial 1,,MPN,MPN,MPN,2658.179167,-249.3986277
2659x-243,Endothelial 1,,MPN,MPN,MPN,2659.463344,-242.8539392
2662x-119,Excitatory,E-16,MPN,MPN,MPN,2661.519363,-119.4315862
2672x-222,OD Mature 2,,MPN,MPN,MPN,2672.228174,-221.7475746
2672x-213,Inhibitory,I-2,MPN,MPN,MPN,2671.968545,-213.2394105
2682x-123,Inhibitory,I-2,MPN,MPN,MPN,2681.858659,-123.4027969
2694x-108,Excitatory,E-12,MPN,MPN,MPN,2693.782563,-107.7804618
2694x-143,Inhibitory,I-13,MPN,MPN,MPN,2694.226702,-143.378015
2701x-255,Inhibitory,I-14,MPN,MPN,MPN,2700.976203,-254.5040344
2725x-106,Inhibitory,I-1,MPA,MPA,MPA,2725.425983,-105.9283355
2572x-232,Inhibitory,I-10,MPN,MPN,MPN,2572.316782,-232.4880097
2630x-236,Inhibitory,I-2,MPN,MPN,MPN,2630.233178,-235.6051456
2677x-187,Inhibitory,I-1,MPN,MPN,MPN,2676.804725,-187.0448356
2580x-248,Endothelial 3,,MPN,MPN,MPN,2579.919974,-248.2307802
2601x-150,OD Mature 2,,MPN,MPN,MPN,2600.927914,-150.4550612
2552x-437,Inhibitory,I-7,MPN,MPN,MPN,2551.780054,-436.9091007
2556x-383,Inhibitory,I-11,MPN,MPN,MPN,2556.392569,-382.9411755
2566x-464,Inhibitory,I-14,MPN,MPN,MPN,2566.009488,-463.7522645
2566x-340,OD Immature 2,,MPN,MPN,MPN,2566.048563,-339.5022915
2584x-400,Excitatory,E-18,MPN,MPN,MPN,2584.296729,-399.9672739
2582x-308,Inhibitory,I-14,MPN,MPN,MPN,2582.498324,-308.1524822
2598x-462,OD Mature 2,,MPN,MPN,MPN,2597.858587,-462.0371983
2602x-429,Pericytes,,MPN,MPN,MPN,2601.50329,-429.2670327
2600x-365,Excitatory,E-24,MPN,MPN,MPN,2599.536816,-364.9238126
2601x-327,Endothelial 3,,MPN,MPN,MPN,2600.564954,-326.8163
2605x-406,OD Mature 2,,MPN,MPN,MPN,2605.135597,-405.9311514
2605x-311,Inhibitory,I-2,MPN,MPN,MPN,2604.737984,-310.8258973
2613x-395,Excitatory,E-19,MPN,MPN,MPN,2613.285491,-394.5449066
2615x-341,Inhibitory,I-10,MPN,MPN,MPN,2615.185043,-340.5981861
2620x-433,Endothelial 2,,MPN,MPN,MPN,2619.696309,-433.2130505
2626x-456,Inhibitory,I-14,MPN,MPN,MPN,2625.616756,-456.3778489
2625x-421,Pericytes,,MPN,MPN,MPN,2625.254979,-421.1961132
2635x-388,Microglia,,MPN,MPN,MPN,2635.085123,-387.845684
2645x-297,Inhibitory,I-11,MPN,MPN,MPN,2645.013009,-297.4691835
2642x-443,Microglia,,MPN,MPN,MPN,2642.298491,-443.3440142
2668x-328,OD Immature 1,,MPN,MPN,MPN,2668.01507,-328.1711379
2666x-295,Inhibitory,I-11,MPN,MPN,MPN,2666.385186,-295.0365673
2673x-347,Astrocyte,,MPN,MPN,MPN,2672.751245,-346.9215055
2676x-422,Excitatory,E-7,MPN,MPN,MPN,2676.396558,-421.9241187
2700x-369,Inhibitory,I-7,MPN,MPN,MPN,2700.162795,-369.4857748
2707x-439,Inhibitory,I-12,MPA,MPA,MPA,2707.425059,-439.3066294
2715x-305,Endothelial 1,,MPN,MPN,MPN,2715.350249,-304.6566135
2720x-402,Inhibitory,I-8,MPN,MPN,MPN,2720.128705,-401.7604003
2723x-298,Inhibitory,I-14,MPN,MPN,MPN,2722.824298,-297.9293079
2726x-342,Excitatory,E-19,MPA,MPA,MPA,2725.567606,-341.5069281
2583x-291,Inhibitory,I-12,MPN,MPN,MPN,2583.324982,-291.0184849
2568x-285,Inhibitory,I-14,MPN,MPN,MPN,2567.969079,-285.1543044
2571x-363,Excitatory,E-18,MPN,MPN,MPN,2570.671605,-362.9024759
2583x-330,Inhibitory,I-11,MPN,MPN,MPN,2582.86252,-330.0812011
2591x-375,Astrocyte,,MPN,MPN,MPN,2590.570598,-374.5995937
2612x-370,Astrocyte,,MPN,MPN,MPN,2611.622624,-369.5899927
2657x-315,Inhibitory,I-7,MPN,MPN,MPN,2656.80211,-314.5334319
2670x-384,Excitatory,E-7,MPN,MPN,MPN,2670.043748,-383.8907772
2701x-302,Excitatory,E-23,MPN,MPN,MPN,2701.37593,-302.3059568
2703x-395,Excitatory,E-24,MPN,MPN,MPN,2703.183936,-395.4465162
2627x-309,Inhibitory,I-11,MPN,MPN,MPN,2627.268957,-308.847474
2630x-352,Excitatory,E-12,MPN,MPN,MPN,2630.359244,-351.5748769
2642x-340,Inhibitory,I-14,MPN,MPN,MPN,2641.64546,-339.7823518
2646x-350,Inhibitory,I-12,MPN,MPN,MPN,2645.881263,-349.5496777
2661x-441,OD Mature 2,,MPN,MPN,MPN,2661.36228,-440.6576954
2715x-408,Inhibitory,I-7,MPN,MPN,MPN,2715.389897,-408.2056631
2590x-446,Inhibitory,I-1,MPN,MPN,MPN,2589.684452,-445.9335789
2597x-417,Inhibitory,I-1,MPN,MPN,MPN,2597.460437,-416.8213323
2648x-402,OD Immature 1,,MPN,MPN,MPN,2648.388751,-401.7084726
2687x-298,Inhibitory,I-3,MPN,MPN,MPN,2687.296552,-298.4435822
2597x-317,Endothelial 1,,MPN,MPN,MPN,2596.754675,-317.151716
2563x-493,Endothelial 1,,MPN,MPN,MPN,2562.994466,-493.4507671
2562x-536,Inhibitory,I-7,MPN,MPN,MPN,2561.964598,-535.5466728
2567x-560,Inhibitory,I-12,MPA,MPA,MPA,2567.036732,-560.0123448
2570x-660,OD Mature 2,,MPA,MPA,MPA,2570.348705,-660.1053839
2572x-605,Excitatory,E-24,MPA,MPA,MPA,2572.314254,-604.7875114
2573x-629,Excitatory,E-7,MPA,MPA,MPA,2572.901116,-628.9951998
2577x-519,Excitatory,E-7,MPN,MPN,MPN,2576.895903,-519.1755902
2576x-548,Inhibitory,I-14,MPN,MPN,MPN,2575.708859,-548.0885881
2580x-495,Inhibitory,I-12,MPN,MPN,MPN,2579.999658,-494.5279705
2593x-660,Inhibitory,I-7,MPA,MPA,MPA,2593.429652,-659.896026
2608x-623,OD Immature 1,,MPA,MPA,MPA,2607.612023,-622.8515605
2623x-529,Endothelial 1,,MPA,MPA,MPA,2622.942161,-529.2012834
2632x-492,Inhibitory,I-3,MPN,MPN,MPN,2631.906001,-492.4458035
2629x-492,Inhibitory,I-3,MPN,MPN,MPN,2628.780202,-491.9154991
2634x-653,Pericytes,,MPA,MPA,MPA,2634.190842,-652.932755
2638x-534,Inhibitory,I-12,MPA,MPA,MPA,2637.575904,-533.9900115
2644x-497,Astrocyte,,MPN,MPN,MPN,2644.033264,-496.6720001
2656x-574,Excitatory,E-24,MPA,MPA,MPA,2656.430091,-573.761294
2659x-508,Inhibitory,I-31,MPN,MPN,MPN,2659.273617,-508.2227159
2667x-477,Pericytes,,MPN,MPN,MPN,2667.127891,-477.0563071
2670x-622,Excitatory,E-11,MPA,MPA,MPA,2670.076453,-622.3906611
2681x-619,Excitatory,E-7,MPA,MPA,MPA,2681.196282,-618.6317418
2684x-588,Inhibitory,I-31,MPA,MPA,MPA,2683.527905,-588.0841414
2687x-518,Inhibitory,I-1,MPA,MPA,MPA,2686.752358,-518.1389511
2706x-662,Astrocyte,,MPA,MPA,MPA,2705.580868,-661.5579452
2710x-589,Inhibitory,I-31,MPA,MPA,MPA,2710.15243,-588.7086121
2709x-483,Inhibitory,I-7,MPA,MPA,MPA,2709.368191,-483.2664625
2716x-521,Astrocyte,,MPA,MPA,MPA,2715.895022,-520.8227061
2716x-656,Excitatory,E-1,MPA,MPA,MPA,2716.402478,-655.6991153
2718x-546,Excitatory,E-24,MPA,MPA,MPA,2718.316067,-545.5636058
2722x-532,OD Immature 1,,MPA,MPA,MPA,2722.125972,-531.5854054
2589x-565,Inhibitory,I-12,MPA,MPA,MPA,2588.534289,-565.3736499
2594x-504,Excitatory,E-24,MPN,MPN,MPN,2594.138524,-503.630779
2595x-558,Endothelial 1,,MPA,MPA,MPA,2594.612174,-557.681179
2616x-503,Excitatory,E-7,MPN,MPN,MPN,2615.521745,-502.9223432
2641x-564,OD Immature 1,,MPA,MPA,MPA,2640.756901,-563.6334393
2737x-529,OD Mature 2,,MPA,MPA,MPA,2737.254788,-528.7690902
2561x-522,Inhibitory,I-2,MPN,MPN,MPN,2561.101412,-522.4590186
2566x-586,Excitatory,E-15,MPA,MPA,MPA,2566.332967,-585.7309753
2584x-619,Excitatory,E-24,MPA,MPA,MPA,2583.610293,-619.149877
2601x-541,Endothelial 3,,MPA,MPA,MPA,2600.800766,-540.5624538
2613x-608,Inhibitory,I-8,MPA,MPA,MPA,2613.021979,-608.1562467
2686x-538,Astrocyte,,MPA,MPA,MPA,2685.832255,-538.4337077
2732x-493,OD Immature 1,,MPA,MPA,MPA,2731.592177,-492.967475
2608x-583,Microglia,,MPA,MPA,MPA,2607.897455,-582.6492487
2664x-667,OD Immature 1,,MPA,MPA,MPA,2664.319207,-666.6535456
2682x-602,OD Mature 2,,MPA,MPA,MPA,2682.27668,-601.8319184
2686x-652,Inhibitory,I-1,MPA,MPA,MPA,2685.765592,-652.4286529
2694x-644,Excitatory,E-7,MPA,MPA,MPA,2693.890347,-644.1494033
2560x-665,Inhibitory,I-1,MPA,MPA,MPA,2560.361955,-665.1376824
2617x-544,Inhibitory,I-8,MPA,MPA,MPA,2616.730863,-543.7716302
2643x-640,Endothelial 3,,MPA,MPA,MPA,2642.586125,-640.2073828
2656x-599,Inhibitory,I-7,MPA,MPA,MPA,2656.244823,-599.4690595
2697x-555,Inhibitory,I-10,MPA,MPA,MPA,2697.487173,-554.7638333
2704x-620,Inhibitory,I-7,MPA,MPA,MPA,2704.459465,-620.2057524
2738x-538,Astrocyte,,MPA,MPA,MPA,2737.986827,-537.5292488
2555x-704,Excitatory,E-15,MPA,MPA,MPA,2554.785098,-703.6213285
2552x-788,Astrocyte,,MPA,MPA,MPA,2552.169865,-788.0904415
2554x-852,OD Mature 2,,MPA,MPA,MPA,2554.440309,-852.3829722
2562x-698,Excitatory,E-3,MPA,MPA,MPA,2562.093483,-698.3519037
2567x-726,Excitatory,E-19,MPA,MPA,MPA,2566.902648,-726.1089221
2569x-859,Excitatory,E-4,MPA,MPA,MPA,2569.238026,-858.525487
2570x-773,Excitatory,E-1,MPA,MPA,MPA,2569.527927,-773.1218658
2580x-704,Inhibitory,I-7,MPA,MPA,MPA,2579.913606,-703.6166828
2584x-683,Excitatory,E-1,MPA,MPA,MPA,2584.384147,-682.8142175
2589x-765,Astrocyte,,MPA,MPA,MPA,2589.358592,-764.7885691
2597x-800,Excitatory,E-4,MPA,MPA,MPA,2596.760576,-800.4641753
2603x-834,Inhibitory,I-1,MPA,MPA,MPA,2602.716941,-833.9236635
2601x-707,OD Mature 2,,MPA,MPA,MPA,2600.561971,-707.4436995
2600x-729,Excitatory,E-1,MPA,MPA,MPA,2599.880275,-729.022634
2603x-779,Excitatory,E-3,MPA,MPA,MPA,2603.318762,-778.5388832
2615x-837,Inhibitory,I-1,MPA,MPA,MPA,2615.219267,-837.353061
2618x-750,Excitatory,E-24,MPA,MPA,MPA,2617.9099,-750.4436424
2618x-724,Inhibitory,I-7,MPA,MPA,MPA,2618.478991,-724.1533482
2623x-689,Inhibitory,I-7,MPA,MPA,MPA,2623.057494,-689.3630896
2623x-814,OD Immature 1,,MPA,MPA,MPA,2622.948238,-814.1542837
2626x-709,Astrocyte,,MPA,MPA,MPA,2626.085194,-709.2801885
2636x-764,Inhibitory,I-8,MPA,MPA,MPA,2635.882077,-764.3796047
2635x-708,Astrocyte,,MPA,MPA,MPA,2635.277239,-707.9508859
2648x-858,OD Mature 2,,MPA,MPA,MPA,2647.683927,-858.3716844
2652x-723,Inhibitory,I-8,MPA,MPA,MPA,2651.903336,-722.7711636
2654x-739,Excitatory,E-18,MPA,MPA,MPA,2653.962107,-738.6897646
2661x-765,Astrocyte,,MPA,MPA,MPA,2660.82106,-764.5855028
2664x-690,OD Mature 2,,MPA,MPA,MPA,2664.063918,-689.715171
2678x-738,Excitatory,E-18,MPA,MPA,MPA,2677.729713,-738.4663025
2680x-679,Excitatory,E-15,MPA,MPA,MPA,2680.034141,-679.3591788
2682x-720,OD Mature 2,,MPA,MPA,MPA,2682.015837,-720.1847624
2689x-834,Astrocyte,,MPA,MPA,MPA,2689.327568,-834.2961163
2694x-804,Astrocyte,,MPA,MPA,MPA,2694.034072,-804.1446635
2692x-679,Astrocyte,,MPA,MPA,MPA,2691.814358,-678.9568471
2695x-848,Inhibitory,I-5,MPA,MPA,MPA,2695.415162,-847.5100128
2697x-763,Excitatory,E-3,MPA,MPA,MPA,2697.069003,-763.2151672
2697x-732,Endothelial 1,,MPA,MPA,MPA,2696.92838,-732.3688559
2707x-686,Excitatory,E-7,MPA,MPA,MPA,2706.7527,-685.7528482
2709x-815,Inhibitory,I-1,MPA,MPA,MPA,2709.166534,-815.4922015
2708x-767,Astrocyte,,MPA,MPA,MPA,2707.576166,-767.2778533
2711x-730,Inhibitory,I-4,MPA,MPA,MPA,2711.152907,-730.005381
2716x-706,Excitatory,E-3,MPA,MPA,MPA,2715.882915,-706.4622592
2718x-739,Excitatory,E-15,MPA,MPA,MPA,2717.869666,-738.5896424
2723x-731,OD Immature 1,,MPA,MPA,MPA,2723.267699,-730.8092624
2728x-777,Endothelial 1,,MPA,MPA,MPA,2727.903922,-776.6763274
2581x-712,Inhibitory,I-33,MPA,MPA,MPA,2581.387511,-712.3968309
2602x-697,OD Mature 2,,MPA,MPA,MPA,2601.578408,-696.5602009
2610x-805,Excitatory,E-14,MPA,MPA,MPA,2610.13335,-804.6141
2630x-734,Endothelial 1,,MPA,MPA,MPA,2630.239359,-733.9369561
2647x-684,Inhibitory,I-11,MPA,MPA,MPA,2646.893504,-683.722387
2656x-828,Microglia,,MPA,MPA,MPA,2655.728611,-828.1732296
2696x-750,Astrocyte,,MPA,MPA,MPA,2696.243641,-749.8145657
2717x-761,Inhibitory,I-7,MPA,MPA,MPA,2717.098527,-761.4981868
2648x-707,Inhibitory,I-7,MPA,MPA,MPA,2647.839924,-707.0885655
2694x-702,Inhibitory,I-8,MPA,MPA,MPA,2693.804845,-702.2508655
2730x-738,OD Mature 2,,MPA,MPA,MPA,2730.413398,-738.2497362
2595x-851,Inhibitory,I-1,MPA,MPA,MPA,2594.716745,-851.3166757
2624x-758,Inhibitory,I-4,MPA,MPA,MPA,2624.018783,-758.2699269
2651x-746,Excitatory,E-24,MPA,MPA,MPA,2650.660439,-745.6089426
2654x-752,Inhibitory,I-7,MPA,MPA,MPA,2654.474633,-752.4842467
2573x-761,Excitatory,E-3,MPA,MPA,MPA,2573.168873,-760.5537884
2705x-859,Excitatory,E-20,MPA,MPA,MPA,2705.218354,-858.9130661
2716x-744,Inhibitory,I-2,MPA,MPA,MPA,2716.153554,-743.9543924
2756x-710,Inhibitory,I-7,MPA,MPA,MPA,2755.601995,-710.4026551
2760x-846,Astrocyte,,MPA,MPA,MPA,2760.145452,-845.8534142
2759x-744,Inhibitory,I-8,MPA,MPA,MPA,2759.250592,-743.8592796
2765x-867,Endothelial 1,,MPA,MPA,MPA,2764.571732,-867.1945008
2770x-735,Endothelial 1,,MPA,MPA,MPA,2770.479987,-735.041295
2777x-779,Excitatory,E-6,MPA,MPA,MPA,2776.877869,-778.7569968
2784x-856,Excitatory,E-20,MPA,MPA,MPA,2783.60495,-855.9630606
2785x-826,Inhibitory,I-21,MPA,MPA,MPA,2785.381435,-825.7588731
2789x-817,Excitatory,E-20,MPA,MPA,MPA,2789.410649,-816.7411466
2791x-700,Astrocyte,,MPA,MPA,MPA,2791.206289,-699.5359742
2794x-772,Inhibitory,I-29,MPA,MPA,MPA,2793.542495,-772.0350403
2795x-710,Astrocyte,,MPA,MPA,MPA,2795.261545,-710.2815594
2806x-710,Excitatory,E-6,MPA,MPA,MPA,2806.299078,-710.0680692
2804x-737,Excitatory,E-3,MPA,MPA,MPA,2803.8545,-737.0206425
2811x-766,Microglia,,MPA,MPA,MPA,2811.391569,-766.3536923
2814x-794,Astrocyte,,MPA,MPA,MPA,2814.060433,-794.2313742
2813x-776,Endothelial 3,,MPA,MPA,MPA,2813.455492,-775.829657
2819x-851,Inhibitory,I-5,MPA,MPA,MPA,2819.000822,-850.6710792
2824x-717,Microglia,,MPA,MPA,MPA,2824.392446,-716.9374386
2827x-753,Astrocyte,,MPA,MPA,MPA,2827.366158,-752.8667931
2829x-748,Astrocyte,,MPA,MPA,MPA,2828.556729,-747.6569172
2835x-772,Inhibitory,I-21,MPA,MPA,MPA,2835.378141,-771.7263462
2839x-785,OD Mature 2,,MPA,MPA,MPA,2839.426498,-785.4701535
2867x-859,Inhibitory,I-26,MPA,MPA,MPA,2867.031045,-859.4686462
2878x-776,Astrocyte,,MPA,MPA,MPA,2877.877212,-775.6215963
2893x-838,Inhibitory,I-35,MPA,MPA,MPA,2892.635784,-837.7142664
2893x-785,Excitatory,E-20,MPA,MPA,MPA,2892.962012,-784.9705783
2897x-800,Astrocyte,,MPA,MPA,MPA,2897.199552,-799.7482482
2901x-854,Inhibitory,I-26,MPA,MPA,MPA,2900.558589,-853.7769741
2905x-829,OD Mature 2,,MPA,MPA,MPA,2905.406998,-829.3340369
2910x-780,Inhibitory,I-3,MPA,MPA,MPA,2909.857678,-779.9599332
2915x-860,Excitatory,E-20,MPA,MPA,MPA,2915.481551,-860.3376424
2921x-807,Inhibitory,I-6,MPA,MPA,MPA,2920.866464,-807.4121542
2921x-747,Astrocyte,,MPA,MPA,MPA,2920.541826,-746.5358109
2922x-831,Inhibitory,I-26,MPA,MPA,MPA,2922.189154,-830.8101971
2925x-841,Endothelial 1,,MPA,MPA,MPA,2924.726928,-841.4722214
2930x-829,Inhibitory,I-5,MPA,MPA,MPA,2929.694179,-829.265621
2931x-725,OD Mature 1,,MPA,MPA,MPA,2931.255376,-724.8836927
2765x-766,Astrocyte,,MPA,MPA,MPA,2765.286498,-765.5293427
2796x-835,Inhibitory,I-5,MPA,MPA,MPA,2795.811521,-835.2903549
2812x-829,Inhibitory,I-20,MPA,MPA,MPA,2811.85336,-829.238606
2827x-731,OD Mature 2,,MPA,MPA,MPA,2827.25825,-730.8946859
2867x-695,Endothelial 1,,MPA,MPA,MPA,2866.617296,-695.4592767
2912x-846,Inhibitory,I-19,MPA,MPA,MPA,2912.205409,-845.9817996
2933x-702,Endothelial 1,,MPA,MPA,MPA,2933.240406,-701.5745351
2786x-771,Excitatory,E-19,MPA,MPA,MPA,2786.02996,-770.6806429
2822x-840,Inhibitory,I-18,MPA,MPA,MPA,2822.4433,-840.3451801
2843x-847,OD Mature 2,,MPA,MPA,MPA,2842.75082,-847.1179897
2872x-857,Inhibitory,I-26,MPA,MPA,MPA,2871.921633,-857.061712
2870x-752,Inhibitory,I-1,MPA,MPA,MPA,2869.876959,-752.3876577
2895x-793,Inhibitory,I-5,MPA,MPA,MPA,2895.021857,-792.7656993
2906x-763,Excitatory,E-13,MPA,MPA,MPA,2905.66768,-763.0620162
2936x-823,Inhibitory,I-26,MPA,MPA,MPA,2935.65432,-822.6698523
2801x-719,Inhibitory,I-4,MPA,MPA,MPA,2800.883242,-718.5613177
2848x-685,OD Mature 1,,MPA,MPA,MPA,2847.772189,-685.0817022
2890x-754,Excitatory,E-13,MPA,MPA,MPA,2890.274085,-753.6006076
2913x-827,OD Mature 2,,MPA,MPA,MPA,2912.579722,-826.527157
2862x-708,Microglia,,MPA,MPA,MPA,2861.72571,-708.0985391
2894x-694,Inhibitory,I-1,MPA,MPA,MPA,2894.017653,-694.4098911
2761x-550,Endothelial 1,,MPA,MPA,MPA,2760.565286,-550.0607266
2772x-648,Inhibitory,I-12,MPA,MPA,MPA,2771.850513,-647.6831436
2785x-633,Excitatory,E-15,MPA,MPA,MPA,2784.752387,-632.7387837
2797x-588,Inhibitory,I-4,MPA,MPA,MPA,2796.695492,-587.6877423
2799x-655,Excitatory,E-6,MPA,MPA,MPA,2799.423269,-655.0901763
2801x-609,Inhibitory,I-8,MPA,MPA,MPA,2800.836138,-608.9694249
2810x-585,Inhibitory,I-10,MPA,MPA,MPA,2809.895896,-584.6497606
2810x-627,Excitatory,E-15,MPA,MPA,MPA,2810.083017,-626.7597599
2822x-536,Excitatory,E-7,MPA,MPA,MPA,2821.658206,-536.4574695
2825x-510,Excitatory,E-18,MPA,MPA,MPA,2824.642027,-509.7112869
2834x-515,Inhibitory,I-7,MPA,MPA,MPA,2833.602202,-514.9141516
2852x-508,OD Mature 2,,MPA,MPA,MPA,2852.439612,-507.6831049
2860x-648,Astrocyte,,MPA,MPA,MPA,2859.836563,-647.9669206
2864x-616,Microglia,,MPA,MPA,MPA,2863.627957,-615.5205185
2863x-566,Inhibitory,I-4,MPA,MPA,MPA,2862.821241,-565.8859033
2867x-531,OD Mature 2,,MPA,MPA,MPA,2866.676032,-531.1444434
2866x-556,Excitatory,E-15,MPA,MPA,MPA,2866.115401,-556.1940815
2869x-634,Astrocyte,,MPA,MPA,MPA,2869.463746,-633.8834782
2873x-489,Inhibitory,I-29,MPA,MPA,MPA,2872.960676,-489.4369639
2886x-561,Excitatory,E-3,MPA,MPA,MPA,2886.26409,-561.0445814
2891x-646,Endothelial 3,,MPA,MPA,MPA,2890.736621,-646.3832584
2896x-623,Inhibitory,I-6,MPA,MPA,MPA,2896.292678,-622.9575176
2898x-593,Endothelial 1,,MPA,MPA,MPA,2898.004767,-592.6079585
2907x-571,Astrocyte,,MPA,MPA,MPA,2906.95283,-570.7850406
2909x-562,Astrocyte,,MPA,MPA,MPA,2908.537002,-561.9959944
2921x-601,Inhibitory,I-6,MPA,MPA,MPA,2920.811813,-601.3705533
2927x-659,OD Immature 1,,MPA,MPA,MPA,2926.927753,-658.9421103
2935x-615,Astrocyte,,MPA,MPA,MPA,2934.502853,-614.9551768
2825x-644,OD Mature 2,,MPA,MPA,MPA,2825.32871,-643.5077427
2826x-542,Excitatory,E-7,MPA,MPA,MPA,2826.476948,-541.8110135
2838x-635,Excitatory,E-13,MPA,MPA,MPA,2838.365563,-635.1338773
2843x-655,Inhibitory,I-6,MPA,MPA,MPA,2842.659981,-655.3340869
2842x-605,OD Mature 2,,MPA,MPA,MPA,2842.14467,-605.0484134
2856x-518,Inhibitory,I-7,MPA,MPA,MPA,2856.461131,-518.4882738
2884x-535,Excitatory,E-7,MPA,MPA,MPA,2883.967568,-535.4724953
2885x-625,Inhibitory,I-1,MPA,MPA,MPA,2885.321558,-624.5493245
2906x-508,Endothelial 1,,MPA,MPA,MPA,2905.552135,-508.4064111
2910x-497,Endothelial 3,,MPA,MPA,MPA,2910.344865,-497.0134333
2910x-606,Astrocyte,,MPA,MPA,MPA,2910.15065,-605.8883955
2930x-561,OD Immature 1,,MPA,MPA,MPA,2930.459569,-560.928925
2756x-590,Excitatory,E-15,MPA,MPA,MPA,2756.242865,-589.6835872
2766x-500,Inhibitory,I-7,MPA,MPA,MPA,2765.602916,-500.1840342
2783x-549,Inhibitory,I-7,MPA,MPA,MPA,2783.392362,-548.847293
2909x-623,Excitatory,E-3,MPA,MPA,MPA,2909.497236,-623.4933986
2913x-639,Inhibitory,I-4,MPA,MPA,MPA,2913.319737,-638.9095609
2931x-514,Inhibitory,I-7,MPA,MPA,MPA,2931.079232,-514.0360095
2801x-538,OD Mature 2,,MPA,MPA,MPA,2800.854929,-537.9075838
2824x-624,OD Mature 2,,MPA,MPA,MPA,2824.195008,-624.4053699
2792x-497,Inhibitory,I-1,MPA,MPA,MPA,2791.826574,-496.8235982
2854x-622,Excitatory,E-13,MPA,MPA,MPA,2853.538451,-621.9080129
2874x-551,Inhibitory,I-7,MPA,MPA,MPA,2874.017465,-551.0063091
2752x-281,Inhibitory,I-1,MPA,MPA,MPA,2752.013977,-280.8937452
2759x-370,Endothelial 1,,MPA,MPA,MPA,2758.881427,-370.2432125
2765x-338,Inhibitory,I-14,MPA,MPA,MPA,2765.00958,-338.046999
2774x-372,Inhibitory,I-7,MPA,MPA,MPA,2773.96569,-372.4551525
2777x-306,Excitatory,E-19,MPA,MPA,MPA,2777.401772,-306.3012602
2790x-439,Inhibitory,I-1,MPA,MPA,MPA,2790.334311,-439.1948577
2797x-463,Excitatory,E-7,MPA,MPA,MPA,2797.375242,-462.8814281
2801x-447,Inhibitory,I-7,MPA,MPA,MPA,2801.407377,-447.3043948
2803x-281,OD Mature 2,,MPA,MPA,MPA,2802.914493,-281.4800043
2809x-415,Excitatory,E-24,MPA,MPA,MPA,2808.680631,-415.4520641
2817x-356,Inhibitory,I-2,MPA,MPA,MPA,2817.475899,-355.8159356
2823x-400,OD Immature 1,,MPA,MPA,MPA,2822.628874,-399.6539233
