,Total_counts,X,Y,label,region,Region,ground_truth,x,y
Cell_862,320,9099.131545899787,-3967.934321235715,L4,L4,L4,L4,9099.131545899787,-3967.934321235715
Cell_864,203,3750.048136768298,-3970.447490742929,L6,L6,L6,L6,3750.048136768298,-3970.447490742929
Cell_865,332,1034.2263843648211,-3998.237649294245,HPC,HPC,HPC,HPC,1034.2263843648211,-3998.237649294245
Cell_866,835,4769.427440025344,-3992.342337931631,L6,L6,L6,L6,4769.427440025344,-3992.342337931631
Cell_867,648,9235.25814054998,-3998.9921431689213,L4,L4,L4,L4,9235.25814054998,-3998.9921431689213
Cell_868,453,3456.815540171251,-3988.7353798506106,L6,L6,L6,L6,3456.815540171251,-3988.7353798506106
Cell_869,218,12491.708645336963,-4008.2386355041217,L1,L1,L1,L1,12491.708645336963,-4008.2386355041217
Cell_870,634,10157.439786500612,-4012.1302494532783,L2/3,L2/3,L2/3,L2/3,10157.439786500612,-4012.1302494532783
Cell_871,378,10538.738789176137,-4038.88435150118,L2/3,L2/3,L2/3,L2/3,10538.738789176137,-4038.88435150118
Cell_872,277,748.4462719298245,-4043.666860165119,HPC,HPC,HPC,HPC,748.4462719298245,-4043.666860165119
Cell_873,956,5588.019769409111,-4023.030609687324,L5,L5,L5,L5,5588.019769409111,-4023.030609687324
Cell_874,919,11490.64479064076,-4026.507804339392,L2/3,L2/3,L2/3,L2/3,11490.64479064076,-4026.507804339392
Cell_875,276,1772.644380733945,-4035.4541857798167,CC,CC,CC,CC,1772.644380733945,-4035.4541857798167
Cell_876,471,8191.038769906646,-4025.356562328391,L4,L4,L4,L4,8191.038769906646,-4025.356562328391
Cell_877,541,11777.84633503673,-4081.345456723092,L2/3,L2/3,L2/3,L2/3,11777.84633503673,-4081.345456723092
Cell_878,519,271.6287620029645,-4060.6369143520005,HPC,HPC,HPC,HPC,271.6287620029645,-4060.6369143520005
Cell_879,603,3342.2850573665996,-4059.9462757239116,L6,L6,L6,L6,3342.2850573665996,-4059.9462757239116
Cell_880,706,5852.138549633603,-4056.0281504024347,L5,L5,L5,L5,5852.138549633603,-4056.0281504024347
Cell_881,754,7719.53205760505,-4061.326034063261,L4,L4,L4,L4,7719.53205760505,-4061.326034063261
Cell_882,483,6884.285560923242,-4043.078739832363,L5,L5,L5,L5,6884.285560923242,-4043.078739832363
Cell_883,498,9016.514427307677,-4071.174285581955,L4,L4,L4,L4,9016.514427307677,-4071.174285581955
Cell_884,382,10429.488068181818,-4068.428282828283,L2/3,L2/3,L2/3,L2/3,10429.488068181818,-4068.428282828283
Cell_885,290,1366.691427179737,-4064.546273745738,CC,CC,CC,CC,1366.691427179737,-4064.546273745738
Cell_887,871,10954.612974456912,-4066.9485557412268,L2/3,L2/3,L2/3,L2/3,10954.612974456912,-4066.9485557412268
Cell_888,419,8054.2256135285625,-4090.966642606723,L4,L4,L4,L4,8054.2256135285625,-4090.966642606723
Cell_889,458,520.0736071235385,-4119.050014563309,HPC,HPC,HPC,HPC,520.0736071235385,-4119.050014563309
Cell_890,786,8786.693620537368,-4055.975524973645,L4,L4,L4,L4,8786.693620537368,-4055.975524973645
Cell_891,673,7196.321908464633,-4122.946661210013,L5,L5,L5,L5,7196.321908464633,-4122.946661210013
Cell_892,356,8234.372737719046,-4125.4087187589785,L4,L4,L4,L4,8234.372737719046,-4125.4087187589785
Cell_893,600,11660.28853403363,-4105.897793214452,L2/3,L2/3,L2/3,L2/3,11660.28853403363,-4105.897793214452
Cell_894,231,2319.6146824438542,-4116.4630765515585,CC,CC,CC,CC,2319.6146824438542,-4116.4630765515585
Cell_895,268,8336.307028581701,-4104.684522739529,L4,L4,L4,L4,8336.307028581701,-4104.684522739529
Cell_896,252,9305.39175919389,-4114.55939926834,L4,L4,L4,L4,9305.39175919389,-4114.55939926834
Cell_898,362,3783.482253404871,-4135.830633512175,L6,L6,L6,L6,3783.482253404871,-4135.830633512175
Cell_899,1042,5578.880079911676,-4178.390568319226,L5,L5,L5,L5,5578.880079911676,-4178.390568319226
Cell_900,254,12762.8910543131,-4156.292058420811,L1,L1,L1,L1,12762.8910543131,-4156.292058420811
Cell_901,306,1439.4168957496302,-4167.933231127088,CC,CC,CC,CC,1439.4168957496302,-4167.933231127088
Cell_902,364,1985.5217171376544,-4168.474000134889,CC,CC,CC,CC,1985.5217171376544,-4168.474000134889
Cell_903,865,2951.0946610556202,-4220.8890635298885,CC,CC,CC,CC,2951.0946610556202,-4220.8890635298885
Cell_904,442,7337.274406838131,-4179.941776227529,L5,L5,L5,L5,7337.274406838131,-4179.941776227529
Cell_905,421,4685.492397660819,-4187.108966861599,L6,L6,L6,L6,4685.492397660819,-4187.108966861599
Cell_906,507,3669.9610910962433,-4214.5406587750895,L6,L6,L6,L6,3669.9610910962433,-4214.5406587750895
Cell_907,490,4449.7279960663345,-4209.0154217513755,L6,L6,L6,L6,4449.7279960663345,-4209.0154217513755
Cell_908,241,6790.297630799604,-4214.663499506417,L5,L5,L5,L5,6790.297630799604,-4214.663499506417
Cell_909,338,11957.344885078002,-4245.7943908538755,L2/3,L2/3,L2/3,L2/3,11957.344885078002,-4245.7943908538755
Cell_910,306,10013.7860017002,-4243.505355624823,L2/3,L2/3,L2/3,L2/3,10013.7860017002,-4243.505355624823
Cell_911,387,7844.891001335113,-4251.7488918558065,L4,L4,L4,L4,7844.891001335113,-4251.7488918558065
Cell_912,318,8104.4749346120325,-4266.155013077594,L4,L4,L4,L4,8104.4749346120325,-4266.155013077594
Cell_913,315,10382.00836254593,-4228.647506018499,L2/3,L2/3,L2/3,L2/3,10382.00836254593,-4228.647506018499
Cell_914,234,1356.266998548019,-4256.0287907073225,CC,CC,CC,CC,1356.266998548019,-4256.0287907073225
Cell_915,365,5847.9580994958615,-4281.233139922001,L5,L5,L5,L5,5847.9580994958615,-4281.233139922001
Cell_916,462,5332.54306606581,-4260.01607006207,L6,L6,L6,L6,5332.54306606581,-4260.01607006207
Cell_917,674,12070.102826193192,-4271.171404137483,L2/3,L2/3,L2/3,L2/3,12070.102826193192,-4271.171404137483
Cell_918,482,9367.796592453224,-4242.7804606111295,L4,L4,L4,L4,9367.796592453224,-4242.7804606111295
Cell_919,511,10767.546983929566,-4272.920073315223,L2/3,L2/3,L2/3,L2/3,10767.546983929566,-4272.920073315223
Cell_922,491,11290.035090993933,-4284.933691087261,L2/3,L2/3,L2/3,L2/3,11290.035090993933,-4284.933691087261
Cell_923,419,5750.941156208738,-4303.824214937712,L5,L5,L5,L5,5750.941156208738,-4303.824214937712
Cell_924,223,10252.275977301388,-4289.6375157629245,L2/3,L2/3,L2/3,L2/3,10252.275977301388,-4289.6375157629245
Cell_925,442,7737.191930811179,-4299.386971710975,L4,L4,L4,L4,7737.191930811179,-4299.386971710975
Cell_926,327,8943.66074735293,-4304.8348606428945,L4,L4,L4,L4,8943.66074735293,-4304.8348606428945
Cell_927,355,12646.787178180964,-4309.792703475841,L1,L1,L1,L1,12646.787178180964,-4309.792703475841
Cell_928,750,6303.05060330425,-4309.25598663449,L5,L5,L5,L5,6303.05060330425,-4309.25598663449
Cell_929,359,9083.162116381029,-4314.891490633719,L4,L4,L4,L4,9083.162116381029,-4314.891490633719
Cell_931,612,6712.636660309388,-4330.937317228227,L5,L5,L5,L5,6712.636660309388,-4330.937317228227
Cell_932,237,1948.3699293048305,-4352.741415586602,CC,CC,CC,CC,1948.3699293048305,-4352.741415586602
Cell_933,488,10098.50818359103,-4373.87512188327,L2/3,L2/3,L2/3,L2/3,10098.50818359103,-4373.87512188327
Cell_934,255,8753.996938150643,-4325.895948152685,L4,L4,L4,L4,8753.996938150643,-4325.895948152685
Cell_935,330,2537.5755180892165,-4336.26565975881,CC,CC,CC,CC,2537.5755180892165,-4336.26565975881
Cell_936,261,10545.861418614186,-4326.389862648626,L2/3,L2/3,L2/3,L2/3,10545.861418614186,-4326.389862648626
Cell_937,683,505.15639252611453,-4349.022068559659,HPC,HPC,HPC,HPC,505.15639252611453,-4349.022068559659
Cell_938,406,11370.783754397185,-4339.963223536936,L2/3,L2/3,L2/3,L2/3,11370.783754397185,-4339.963223536936
Cell_939,534,9717.470657651336,-4324.272182177712,L2/3,L2/3,L2/3,L2/3,9717.470657651336,-4324.272182177712
Cell_940,471,9939.485369805567,-4341.076057948913,L2/3,L2/3,L2/3,L2/3,9939.485369805567,-4341.076057948913
Cell_941,339,3660.9940001874943,-4358.552076497609,L6,L6,L6,L6,3660.9940001874943,-4358.552076497609
Cell_942,906,6479.992010619115,-4357.088459226608,L5,L5,L5,L5,6479.992010619115,-4357.088459226608
Cell_943,349,7993.258298254089,-4362.059554206059,L4,L4,L4,L4,7993.258298254089,-4362.059554206059
Cell_944,497,5090.3202307969705,-4366.631365949433,L6,L6,L6,L6,5090.3202307969705,-4366.631365949433
Cell_945,543,5594.584488984248,-4379.427704223141,L5,L5,L5,L5,5594.584488984248,-4379.427704223141
Cell_946,654,9282.318675237326,-4384.267123579243,L4,L4,L4,L4,9282.318675237326,-4384.267123579243
Cell_947,361,13005.224215784216,-4365.377462537463,L1,L1,L1,L1,13005.224215784216,-4365.377462537463
Cell_948,737,11466.868311385231,-4387.958868144691,L2/3,L2/3,L2/3,L2/3,11466.868311385231,-4387.958868144691
Cell_949,792,4026.926391171637,-4400.282842216483,L6,L6,L6,L6,4026.926391171637,-4400.282842216483
Cell_950,546,12262.636831431426,-4374.9196960983145,L1,L1,L1,L1,12262.636831431426,-4374.9196960983145
Cell_951,472,11857.508624594904,-4379.1624560058535,L2/3,L2/3,L2/3,L2/3,11857.508624594904,-4379.1624560058535
Cell_952,570,3128.7096380984412,-4388.197637762179,CC,CC,CC,CC,3128.7096380984412,-4388.197637762179
Cell_953,788,10907.856566954897,-4409.327734283711,L2/3,L2/3,L2/3,L2/3,10907.856566954897,-4409.327734283711
Cell_954,337,4428.767043748123,-4436.620332365602,L6,L6,L6,L6,4428.767043748123,-4436.620332365602
Cell_955,244,5348.317915347638,-4438.997713682729,L6,L6,L6,L6,5348.317915347638,-4438.997713682729
Cell_956,457,5698.067746199605,-4435.666115884556,L5,L5,L5,L5,5698.067746199605,-4435.666115884556
Cell_957,445,8476.76499357771,-4457.631162928565,L4,L4,L4,L4,8476.76499357771,-4457.631162928565
Cell_958,383,1048.8454996456414,-4449.125868178597,HPC,HPC,HPC,HPC,1048.8454996456414,-4449.125868178597
Cell_959,544,8161.660191323321,-4444.022698665772,L4,L4,L4,L4,8161.660191323321,-4444.022698665772
Cell_960,201,8604.725312361259,-4446.922115811505,L4,L4,L4,L4,8604.725312361259,-4446.922115811505
Cell_961,423,7998.739683173589,-4458.298256123536,L4,L4,L4,L4,7998.739683173589,-4458.298256123536
Cell_962,311,9095.53261856138,-4441.630530973453,L4,L4,L4,L4,9095.53261856138,-4441.630530973453
Cell_963,296,4914.179944331603,-4457.843413826826,L6,L6,L6,L6,4914.179944331603,-4457.843413826826
Cell_964,336,9745.209134002751,-4459.4402874764255,L2/3,L2/3,L2/3,L2/3,9745.209134002751,-4459.4402874764255
Cell_966,731,10372.131967080846,-4461.246796837179,L2/3,L2/3,L2/3,L2/3,10372.131967080846,-4461.246796837179
Cell_968,383,2850.9632810909834,-4462.5099124771,CC,CC,CC,CC,2850.9632810909834,-4462.5099124771
Cell_969,979,7353.469872953053,-4484.15194011873,L5,L5,L5,L5,7353.469872953053,-4484.15194011873
Cell_970,308,3300.397051460361,-4502.871599443672,L6,L6,L6,L6,3300.397051460361,-4502.871599443672
Cell_971,760,5954.833000912748,-4494.795172576993,L5,L5,L5,L5,5954.833000912748,-4494.795172576993
Cell_972,510,12773.075481842998,-4496.903962279758,L1,L1,L1,L1,12773.075481842998,-4496.903962279758
Cell_973,961,7217.1020493226815,-4512.548662730114,L5,L5,L5,L5,7217.1020493226815,-4512.548662730114
Cell_974,376,11523.030463836478,-4523.458529874214,L2/3,L2/3,L2/3,L2/3,11523.030463836478,-4523.458529874214
Cell_975,329,1761.8012567324954,-4522.6203321364455,CC,CC,CC,CC,1761.8012567324954,-4522.6203321364455
Cell_976,582,6377.52802425318,-4532.3883096716945,L5,L5,L5,L5,6377.52802425318,-4532.3883096716945
Cell_977,263,2160.076777382548,-4533.9181410819065,CC,CC,CC,CC,2160.076777382548,-4533.9181410819065
Cell_978,604,4667.585570599613,-4535.211528046421,L6,L6,L6,L6,4667.585570599613,-4535.211528046421
Cell_979,217,1527.9428313912315,-4568.551406682547,CC,CC,CC,CC,1527.9428313912315,-4568.551406682547
Cell_980,220,3020.7697645079893,-4585.121250350435,CC,CC,CC,CC,3020.7697645079893,-4585.121250350435
Cell_981,628,2673.1640915119365,-4595.941677718833,CC,CC,CC,CC,2673.1640915119365,-4595.941677718833
Cell_982,298,8958.317872790452,-4606.870876768898,L4,L4,L4,L4,8958.317872790452,-4606.870876768898
Cell_983,364,12504.30720104802,-4606.074753346706,L1,L1,L1,L1,12504.30720104802,-4606.074753346706
Cell_984,332,875.4499160928187,-4599.630461200161,HPC,HPC,HPC,HPC,875.4499160928187,-4599.630461200161
Cell_985,510,8133.257246243031,-4604.292249750766,L4,L4,L4,L4,8133.257246243031,-4604.292249750766
Cell_986,207,1030.0868077827668,-4611.247095716628,HPC,HPC,HPC,HPC,1030.0868077827668,-4611.247095716628
Cell_987,354,7737.279278482692,-4601.05004642115,L4,L4,L4,L4,7737.279278482692,-4601.05004642115
Cell_988,303,12274.832792875086,-4608.4011418132,L1,L1,L1,L1,12274.832792875086,-4608.4011418132
Cell_989,358,3712.8639221253297,-4610.232474819171,L6,L6,L6,L6,3712.8639221253297,-4610.232474819171
Cell_990,325,6594.734809054995,-4615.532012290713,L5,L5,L5,L5,6594.734809054995,-4615.532012290713
Cell_991,326,789.2481446101845,-4603.1506356087875,HPC,HPC,HPC,HPC,789.2481446101845,-4603.1506356087875
Cell_992,290,5386.76629618504,-4617.030554005923,L6,L6,L6,L6,5386.76629618504,-4617.030554005923
Cell_993,669,9737.27729442432,-4635.883442228917,L2/3,L2/3,L2/3,L2/3,9737.27729442432,-4635.883442228917
Cell_994,632,4308.290650632816,-4639.493374902572,L6,L6,L6,L6,4308.290650632816,-4639.493374902572
Cell_995,267,9161.504534749713,-4620.636368191612,L4,L4,L4,L4,9161.504534749713,-4620.636368191612
Cell_996,637,6711.153800973318,-4613.8250964927,L5,L5,L5,L5,6711.153800973318,-4613.8250964927
Cell_997,588,10022.468123297846,-4595.155886358009,L2/3,L2/3,L2/3,L2/3,10022.468123297846,-4595.155886358009
Cell_999,391,3258.6226586263947,-4655.707881957415,L6,L6,L6,L6,3258.6226586263947,-4655.707881957415
Cell_1000,320,4690.949620920778,-4651.410669157235,L6,L6,L6,L6,4690.949620920778,-4651.410669157235
Cell_1001,376,1400.2865769560517,-4631.991016513214,CC,CC,CC,CC,1400.2865769560517,-4631.991016513214
Cell_1002,413,10503.717276784217,-4660.155789685602,L2/3,L2/3,L2/3,L2/3,10503.717276784217,-4660.155789685602
Cell_1003,788,11439.904257595208,-4660.364142062474,L2/3,L2/3,L2/3,L2/3,11439.904257595208,-4660.364142062474
Cell_1004,948,4090.799374894408,-4671.37610519795,L6,L6,L6,L6,4090.799374894408,-4671.37610519795
Cell_1005,674,7869.895979634832,-4685.837283473783,L4,L4,L4,L4,7869.895979634832,-4685.837283473783
Cell_1006,204,3735.9517048295174,-4693.144085591441,L6,L6,L6,L6,3735.9517048295174,-4693.144085591441
Cell_1007,286,9277.507731958764,-4693.204447374729,L4,L4,L4,L4,9277.507731958764,-4693.204447374729
Cell_1008,448,463.19616111676595,-4696.772429838592,HPC,HPC,HPC,HPC,463.19616111676595,-4696.772429838592
Cell_1009,419,10673.248412040874,-4714.933305716653,L2/3,L2/3,L2/3,L2/3,10673.248412040874,-4714.933305716653
Cell_1010,266,8658.989515786921,-4699.540573298588,L4,L4,L4,L4,8658.989515786921,-4699.540573298588
Cell_1011,536,8795.684210526315,-4709.1822348664455,L4,L4,L4,L4,8795.684210526315,-4709.1822348664455
Cell_1012,772,2944.235428695936,-4720.446925954171,CC,CC,CC,CC,2944.235428695936,-4720.446925954171
Cell_1013,281,8071.622312012053,-4716.891453225586,L4,L4,L4,L4,8071.622312012053,-4716.891453225586
Cell_1014,371,11142.130824877866,-4749.690811724916,L2/3,L2/3,L2/3,L2/3,11142.130824877866,-4749.690811724916
Cell_1015,436,13656.699641189858,-4746.997492187199,L1,L1,L1,L1,13656.699641189858,-4746.997492187199
Cell_1016,648,11393.03633260937,-4761.438814768849,L2/3,L2/3,L2/3,L2/3,11393.03633260937,-4761.438814768849
Cell_1018,460,6947.481365435357,-4727.707330145119,L5,L5,L5,L5,6947.481365435357,-4727.707330145119
Cell_1019,277,12685.374858937246,-4757.397723369805,L1,L1,L1,L1,12685.374858937246,-4757.397723369805
Cell_1020,235,6671.79757130754,-4759.836091499577,L5,L5,L5,L5,6671.79757130754,-4759.836091499577
Cell_1021,585,12162.60076320546,-4753.718497690299,L2/3,L2/3,L2/3,L2/3,12162.60076320546,-4753.718497690299
Cell_1022,317,1455.5865101095196,-4786.724831508003,CC,CC,CC,CC,1455.5865101095196,-4786.724831508003
Cell_1023,562,10793.018026250207,-4802.8184914437625,L2/3,L2/3,L2/3,L2/3,10793.018026250207,-4802.8184914437625
Cell_1024,731,3258.451582477468,-4807.018060504436,L6,L6,L6,L6,3258.451582477468,-4807.018060504436
Cell_1025,586,9756.84820941647,-4809.13953826577,L2/3,L2/3,L2/3,L2/3,9756.84820941647,-4809.13953826577
Cell_1026,456,9081.348613173845,-4802.743025729539,L4,L4,L4,L4,9081.348613173845,-4802.743025729539
Cell_1027,282,5880.686284758521,-4829.817896717541,L5,L5,L5,L5,5880.686284758521,-4829.817896717541
Cell_1028,502,10929.024936770644,-4845.151262368549,L2/3,L2/3,L2/3,L2/3,10929.024936770644,-4845.151262368549
Cell_1029,819,6842.852587306513,-4838.293791153859,L5,L5,L5,L5,6842.852587306513,-4838.293791153859
Cell_1030,283,5687.235388847883,-4832.351070254311,L5,L5,L5,L5,5687.235388847883,-4832.351070254311
Cell_1031,815,7069.765557719206,-4845.148514851485,L5,L5,L5,L5,7069.765557719206,-4845.148514851485
Cell_1032,1252,6167.756343674549,-4819.371919274749,L5,L5,L5,L5,6167.756343674549,-4819.371919274749
Cell_1033,430,8765.659681859895,-4834.11767105129,L4,L4,L4,L4,8765.659681859895,-4834.11767105129
Cell_1034,642,9276.601283442646,-4849.864908224414,L4,L4,L4,L4,9276.601283442646,-4849.864908224414
Cell_1035,251,10248.47481249631,-4837.002185082383,L2/3,L2/3,L2/3,L2/3,10248.47481249631,-4837.002185082383
Cell_1036,509,4249.1385263840475,-4834.268379670909,L6,L6,L6,L6,4249.1385263840475,-4834.268379670909
Cell_1037,383,11957.459394356503,-4864.7475911906395,L2/3,L2/3,L2/3,L2/3,11957.459394356503,-4864.7475911906395
Cell_1038,333,10609.80859300325,-4861.932469891034,L2/3,L2/3,L2/3,L2/3,10609.80859300325,-4861.932469891034
Cell_1039,337,12114.7479389747,-4864.0336397233,L2/3,L2/3,L2/3,L2/3,12114.7479389747,-4864.0336397233
Cell_1040,387,1023.3101404458188,-4854.666838465833,HPC,HPC,HPC,HPC,1023.3101404458188,-4854.666838465833
Cell_1041,421,3046.811096600244,-4844.692547499684,CC,CC,CC,CC,3046.811096600244,-4844.692547499684
Cell_1042,441,7865.059959118783,-4867.803467332879,L4,L4,L4,L4,7865.059959118783,-4867.803467332879
Cell_1043,293,8394.983724680036,-4872.101128690921,L4,L4,L4,L4,8394.983724680036,-4872.101128690921
Cell_1044,232,10119.842908146706,-4870.221032132425,L2/3,L2/3,L2/3,L2/3,10119.842908146706,-4870.221032132425
Cell_1045,288,842.5700968460303,-4893.062302553213,HPC,HPC,HPC,HPC,842.5700968460303,-4893.062302553213
Cell_1046,381,9393.687805994052,-4903.03065660032,L4,L4,L4,L4,9393.687805994052,-4903.03065660032
Cell_1047,374,4584.756619432055,-4904.72060068876,L6,L6,L6,L6,4584.756619432055,-4904.72060068876
Cell_1048,493,8583.070188310101,-4887.5211950762205,L4,L4,L4,L4,8583.070188310101,-4887.5211950762205
Cell_1049,704,9172.861159564749,-4935.0063543483675,L4,L4,L4,L4,9172.861159564749,-4935.0063543483675
Cell_1050,781,9650.695278823128,-4921.405576462538,L2/3,L2/3,L2/3,L2/3,9650.695278823128,-4921.405576462538
Cell_1051,474,4041.8763256518623,-4901.124511601945,L6,L6,L6,L6,4041.8763256518623,-4901.124511601945
Cell_1052,542,5699.339796122325,-4934.1163302018795,L5,L5,L5,L5,5699.339796122325,-4934.1163302018795
Cell_1053,435,8195.403888865609,-4927.949964380003,L4,L4,L4,L4,8195.403888865609,-4927.949964380003
Cell_1054,766,3535.824519680411,-4894.466825214439,L6,L6,L6,L6,3535.824519680411,-4894.466825214439
Cell_1055,231,13126.982982736705,-4913.066551851396,L1,L1,L1,L1,13126.982982736705,-4913.066551851396
Cell_1056,500,4356.1266334930015,-4942.568804352881,L6,L6,L6,L6,4356.1266334930015,-4942.568804352881
Cell_1057,238,677.3316227521669,-4945.222691793523,HPC,HPC,HPC,HPC,677.3316227521669,-4945.222691793523
Cell_1058,704,11435.860551867903,-4935.042816391464,L2/3,L2/3,L2/3,L2/3,11435.860551867903,-4935.042816391464
Cell_1059,888,6305.0910715693735,-4947.554445817016,L5,L5,L5,L5,6305.0910715693735,-4947.554445817016
Cell_1060,225,5356.608802938138,-4949.992482497418,L6,L6,L6,L6,5356.608802938138,-4949.992482497418
Cell_1062,419,213.60435139252374,-4960.11417522753,HPC,HPC,HPC,HPC,213.60435139252374,-4960.11417522753
Cell_1063,740,2768.6514756120705,-4948.617266084646,CC,CC,CC,CC,2768.6514756120705,-4948.617266084646
Cell_1064,203,12374.414638694641,-4997.381724941725,L1,L1,L1,L1,12374.414638694641,-4997.381724941725
Cell_1065,301,10335.23159303882,-4980.541900937082,L2/3,L2/3,L2/3,L2/3,10335.23159303882,-4980.541900937082
Cell_1066,541,10894.339275918815,-4983.923325409886,L2/3,L2/3,L2/3,L2/3,10894.339275918815,-4983.923325409886
Cell_1067,246,1207.1470715600306,-4989.7007145177,HPC,HPC,HPC,HPC,1207.1470715600306,-4989.7007145177
Cell_1068,458,5059.993476959904,-4995.468282465589,L6,L6,L6,L6,5059.993476959904,-4995.468282465589
Cell_1069,402,1619.6447133087852,-5004.534876380852,CC,CC,CC,CC,1619.6447133087852,-5004.534876380852
Cell_1070,280,5871.027391357874,-4999.140834666995,L5,L5,L5,L5,5871.027391357874,-4999.140834666995
Cell_1071,502,11721.765315996372,-5009.525703054128,L2/3,L2/3,L2/3,L2/3,11721.765315996372,-5009.525703054128
Cell_1072,387,2333.3296442980345,-5022.1111522374795,CC,CC,CC,CC,2333.3296442980345,-5022.1111522374795
Cell_1073,456,4758.513978686405,-5013.326882775225,L6,L6,L6,L6,4758.513978686405,-5013.326882775225
Cell_1074,512,8392.493326862412,-5039.310846881825,L4,L4,L4,L4,8392.493326862412,-5039.310846881825
Cell_1075,419,4546.445976761864,-5051.36838961885,L6,L6,L6,L6,4546.445976761864,-5051.36838961885
Cell_1076,291,7628.100344208322,-5065.346789883269,L4,L4,L4,L4,7628.100344208322,-5065.346789883269
Cell_1077,683,3732.9930058939094,-5057.862750491159,L6,L6,L6,L6,3732.9930058939094,-5057.862750491159
Cell_1079,1063,6323.003485509544,-5099.724595997757,L5,L5,L5,L5,6323.003485509544,-5099.724595997757
Cell_1080,260,8125.53948953255,-5116.642902208202,L4,L4,L4,L4,8125.53948953255,-5116.642902208202
Cell_1081,240,11455.950606443115,-5065.297458975907,L2/3,L2/3,L2/3,L2/3,11455.950606443115,-5065.297458975907
Cell_1084,675,5099.358392434988,-5128.50190943808,L6,L6,L6,L6,5099.358392434988,-5128.50190943808
Cell_1085,286,8956.435847409766,-5116.178312881861,L4,L4,L4,L4,8956.435847409766,-5116.178312881861
Cell_1087,1058,9585.862365525107,-5115.956166579329,L2/3,L2/3,L2/3,L2/3,9585.862365525107,-5115.956166579329
Cell_1088,406,1640.1827097163546,-5144.72948098974,CC,CC,CC,CC,1640.1827097163546,-5144.72948098974
Cell_1090,781,3971.618438234526,-5120.008520501437,L6,L6,L6,L6,3971.618438234526,-5120.008520501437
Cell_1091,750,12029.276634951675,-5111.778308450227,L2/3,L2/3,L2/3,L2/3,12029.276634951675,-5111.778308450227
Cell_1092,539,5963.200512552798,-5139.954629585686,L5,L5,L5,L5,5963.200512552798,-5139.954629585686
Cell_1093,1184,7139.688810649671,-5151.383275082237,L5,L5,L5,L5,7139.688810649671,-5151.383275082237
Cell_1094,418,4724.305120873408,-5164.537197816479,L6,L6,L6,L6,4724.305120873408,-5164.537197816479
Cell_1095,436,8335.73856025479,-5158.914430237461,L4,L4,L4,L4,8335.73856025479,-5158.914430237461
Cell_1096,455,4308.793917652728,-5153.413449697489,L6,L6,L6,L6,4308.793917652728,-5153.413449697489
Cell_1097,267,2199.362810707457,-5191.5720431576065,CC,CC,CC,CC,2199.362810707457,-5191.5720431576065
Cell_1098,455,4145.0833217350955,-5178.3867780097435,L6,L6,L6,L6,4145.0833217350955,-5178.3867780097435
Cell_1099,833,7461.3438782824,-5179.9703850915475,L4,L4,L4,L4,7461.3438782824,-5179.9703850915475
Cell_1100,421,8010.72662406155,-5189.958615126885,L4,L4,L4,L4,8010.72662406155,-5189.958615126885
Cell_1101,762,11876.145163968453,-5195.253217102531,L2/3,L2/3,L2/3,L2/3,11876.145163968453,-5195.253217102531
Cell_1102,649,10177.063570255688,-5221.912620220502,L2/3,L2/3,L2/3,L2/3,10177.063570255688,-5221.912620220502
Cell_1103,578,3092.626317686278,-5230.781286602397,CC,CC,CC,CC,3092.626317686278,-5230.781286602397
Cell_1104,369,3217.1521813224267,-5214.259372869802,L6,L6,L6,L6,3217.1521813224267,-5214.259372869802
Cell_1105,458,11720.69036724625,-5214.526041459436,L2/3,L2/3,L2/3,L2/3,11720.69036724625,-5214.526041459436
Cell_1106,387,6841.927597374925,-5218.465396744226,L5,L5,L5,L5,6841.927597374925,-5218.465396744226
Cell_1107,435,12031.643153974852,-5240.458956230774,L2/3,L2/3,L2/3,L2/3,12031.643153974852,-5240.458956230774
Cell_1108,582,4275.467182076365,-5251.468076154412,L6,L6,L6,L6,4275.467182076365,-5251.468076154412
Cell_1109,464,5682.662514906586,-5220.318316328784,L5,L5,L5,L5,5682.662514906586,-5220.318316328784
Cell_1110,266,11304.753616748138,-5245.656001580013,L2/3,L2/3,L2/3,L2/3,11304.753616748138,-5245.656001580013
Cell_1111,348,5943.833992094862,-5245.8474773308535,L5,L5,L5,L5,5943.833992094862,-5245.8474773308535
Cell_1113,259,2704.0897671272587,-5263.918397912842,CC,CC,CC,CC,2704.0897671272587,-5263.918397912842
Cell_1114,614,10530.676176162744,-5228.978127264431,L2/3,L2/3,L2/3,L2/3,10530.676176162744,-5228.978127264431
Cell_1115,401,8413.20220013402,-5256.58616260889,L4,L4,L4,L4,8413.20220013402,-5256.58616260889
Cell_1116,319,4893.315022815023,-5254.8907218907225,L6,L6,L6,L6,4893.315022815023,-5254.8907218907225
Cell_1117,992,9597.729129723091,-5262.33314009003,L2/3,L2/3,L2/3,L2/3,9597.729129723091,-5262.33314009003
Cell_1118,901,9870.757600346209,-5254.658768798009,L2/3,L2/3,L2/3,L2/3,9870.757600346209,-5254.658768798009
Cell_1119,584,3425.7313875345894,-5267.68922124127,L6,L6,L6,L6,3425.7313875345894,-5267.68922124127
Cell_1120,479,7917.066073125595,-5279.242484869706,L4,L4,L4,L4,7917.066073125595,-5279.242484869706
Cell_1121,377,2121.3055189301185,-5265.150813084699,CC,CC,CC,CC,2121.3055189301185,-5265.150813084699
